id,style,target_name,query,expected_standards,retrieved_standards,rank,hit_at_3,reciprocal_rank,latency_seconds
ROB-01-11,noisy_typos,33 Grade Ordinary Portland Cement,opc 33 grade specification,['IS 269: 1989'],"['IS 269: 1989', 'IS 12269: 1987', 'IS 8112: 1989', 'IS 8043: 1991', 'IS 7834 (Part 4): 1987']",1,True,1.0,0.0392
ROB-01-12,direct_code,33 Grade Ordinary Portland Cement,Tell me about IS 269: 1989,['IS 269: 1989'],"['IS 269: 1989', 'IS 12423: 1988', 'IS 12089: 1987', 'IS 3812: 1981', 'IS 8042: 1989']",1,True,1.0,0.0053
ROB-01-13,hinglish,33 Grade Ordinary Portland Cement,33 grade OPC cement ka BIS standard kya hai,['IS 269: 1989'],"['IS 269: 1989', 'IS 12269: 1987', 'IS 8112: 1989', 'IS 8043: 1991', 'IS 7834 (Part 4): 1987']",1,True,1.0,0.0377
ROB-01-14,hinglish,33 Grade Ordinary Portland Cement,OPC 33 grade ka IS code batao,['IS 269: 1989'],"['IS 269: 1989', 'IS 12269: 1987', 'IS 8112: 1989', 'IS 8043: 1991', 'IS 7834 (Part 4): 1987']",1,True,1.0,0.0528
ROB-01-15,hindi_devanagari,33 Grade Ordinary Portland Cement,33 ग्रेड साधारण पोर्टलैंड सीमेंट के लिए कौन सा BIS मानक है,['IS 269: 1989'],"['IS 269: 1989', 'IS 8112: 1989', 'IS 12269: 1987', 'IS 8043: 1991', 'IS 7834 (Part 6): 1987']",1,True,1.0,0.01
ROB-01-16,hindi_devanagari,33 Grade Ordinary Portland Cement,33 ग्रेड साधारण पोर्टलैंड सीमेंट के लिए कौन सा BIS मानक है कौन सा है,['IS 269: 1989'],"['IS 269: 1989', 'IS 8112: 1989', 'IS 12269: 1987', 'IS 8043: 1991', 'IS 7834 (Part 6): 1987']",1,True,1.0,0.0119
ROB-01-17,spanish,33 Grade Ordinary Portland Cement,cemento Portland ordinario grado 33 requisitos quimicos fisicos,['IS 269: 1989'],"['IS 269: 1989', 'IS 8112: 1989', 'IS 12269: 1987', 'IS 8043: 1991', 'IS 7834 (Part 6): 1987']",1,True,1.0,0.0174
ROB-01-18,spanish,33 Grade Ordinary Portland Cement,norma BIS para cemento Portland ordinario grado 33 requisitos quimicos fisicos,['IS 269: 1989'],"['IS 269: 1989', 'IS 8112: 1989', 'IS 12269: 1987', 'IS 8043: 1991', 'IS 7834 (Part 6): 1987']",1,True,1.0,0.0152
ROB-01-19,french,33 Grade Ordinary Portland Cement,ciment Portland ordinaire grade 33 exigences chimiques physiques,['IS 269: 1989'],"['IS 269: 1989', 'IS 8112: 1989', 'IS 12269: 1987', 'IS 8043: 1991', 'IS 7834 (Part 6): 1987']",1,True,1.0,0.0218
ROB-01-20,tamil_transliterated,33 Grade Ordinary Portland Cement,33 grade ordinary Portland cement standard enna,['IS 269: 1989'],"['IS 269: 1989', 'IS 12269: 1987', 'IS 8112: 1989', 'IS 8043: 1991', 'IS 7834 (Part 4): 1987']",1,True,1.0,0.0382
ROB-02-01,english_public_like,Coarse and Fine Aggregates,We manufacture Coarse and Fine Aggregates. Which BIS standard covers it?,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0379
ROB-02-02,english_public_like,Coarse and Fine Aggregates,What Indian Standard applies to coarse fine aggregates natural sources structural concrete?,['IS 383: 1970'],"['IS 383: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 5640: 1970', 'IS 3182: 1986']",1,True,1.0,0.0352
ROB-02-03,english_public_like,Coarse and Fine Aggregates,Need specification for Coarse and Fine Aggregates including requirements and testing.,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 1121 (Part 2): 1972', 'IS 3068: 1986', 'IS 2386: 1963']",1,True,1.0,0.0331
ROB-02-04,english_public_like,Coarse and Fine Aggregates,Find the IS code for a product described as coarse fine aggregates natural sources structural concrete.,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 3068: 1986', 'IS 5640: 1970', 'IS 3182: 1986']",1,True,1.0,0.0337
ROB-02-05,short_telegraphic,Coarse and Fine Aggregates,natural aggregate concrete,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0152
ROB-02-06,short_telegraphic,Coarse and Fine Aggregates,natural aggregate concrete BIS,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0144
ROB-02-07,short_telegraphic,Coarse and Fine Aggregates,natural aggregate concrete standard,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0204
ROB-02-08,underspecified,Coarse and Fine Aggregates,sand gravel for concrete,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0319
ROB-02-09,underspecified,Coarse and Fine Aggregates,which standard for sand gravel for concrete,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0314
ROB-02-10,noisy_typos,Coarse and Fine Aggregates,coarse fine agregates natural sources structural concret,['IS 383: 1970'],"['IS 383: 1970', 'IS 6579: 1981', 'IS 12440: 1988', 'IS 2116: 1980', 'IS 9142: 1979']",1,True,1.0,0.0228
ROB-02-11,noisy_typos,Coarse and Fine Aggregates,natural agregate concret specification,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 6579: 1981', 'IS 9142: 1979', 'IS 1916: 1989']",1,True,1.0,0.0178
ROB-02-12,direct_code,Coarse and Fine Aggregates,Tell me about IS 383: 1970,['IS 383: 1970'],"['IS 383: 1970', 'IS 2116: 1980', 'IS 9142: 1979', 'IS 4832 (Part 3): 1968', 'IS 4456 (Part 2): 1967']",1,True,1.0,0.0045
ROB-02-13,hinglish,Coarse and Fine Aggregates,concrete ke liye coarse fine aggregate standard,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0279
ROB-02-14,hinglish,Coarse and Fine Aggregates,natural aggregate concrete ka IS code batao,['IS 383: 1970'],"['IS 383: 1970', 'IS 5640: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 9142: 1979']",1,True,1.0,0.0252
ROB-02-15,hindi_devanagari,Coarse and Fine Aggregates,संरचनात्मक कंक्रीट के लिए प्राकृतिक मोटा और महीन एग्रीगेट मानक,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 9142: 1979', 'IS 6579: 1981', 'IS 5640: 1970']",1,True,1.0,0.0099
ROB-02-16,hindi_devanagari,Coarse and Fine Aggregates,संरचनात्मक कंक्रीट के लिए प्राकृतिक मोटा और महीन एग्रीगेट मानक कौन सा है,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 9142: 1979', 'IS 6579: 1981', 'IS 5640: 1970']",1,True,1.0,0.0083
ROB-02-17,spanish,Coarse and Fine Aggregates,agregados gruesos y finos de fuentes naturales para concreto estructural,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 9142: 1979', 'IS 6579: 1981', 'IS 5640: 1970']",1,True,1.0,0.0166
ROB-02-18,spanish,Coarse and Fine Aggregates,norma BIS para agregados gruesos y finos de fuentes naturales para concreto estructural,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 9142: 1979', 'IS 6579: 1981', 'IS 5640: 1970']",1,True,1.0,0.0211
ROB-02-19,french,Coarse and Fine Aggregates,granulats grossiers et fins naturels pour beton structurel,['IS 383: 1970'],"['IS 383: 1970', 'IS 2686: 1977', 'IS 9142: 1979', 'IS 6579: 1981', 'IS 5640: 1970']",1,True,1.0,0.0208
ROB-02-20,tamil_transliterated,Coarse and Fine Aggregates,structural concrete coarse fine aggregate standard enna,['IS 383: 1970'],"['IS 383: 1970', 'IS 3068: 1986', 'IS 2686: 1977', 'IS 5640: 1970', 'IS 3182: 1986']",1,True,1.0,0.0409
ROB-03-01,english_public_like,Precast Concrete Pipes,We manufacture Precast Concrete Pipes. Which BIS standard covers it?,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 5382: 1985', 'IS 14241: 1995', 'IS 7322: 1985']",1,True,1.0,0.029
ROB-03-02,english_public_like,Precast Concrete Pipes,What Indian Standard applies to precast concrete pipes reinforced unreinforced water mains?,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000']",1,True,1.0,0.0289
ROB-03-03,english_public_like,Precast Concrete Pipes,Need specification for Precast Concrete Pipes including requirements and testing.,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 12235: 1986', 'IS 6307: 1987', 'IS 1784: 2001']",1,True,1.0,0.0399
ROB-03-04,english_public_like,Precast Concrete Pipes,Find the IS code for a product described as precast concrete pipes reinforced unreinforced water mains.,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000']",1,True,1.0,0.0336
ROB-03-05,short_telegraphic,Precast Concrete Pipes,RCC concrete pipe water main,['IS 458: 2003'],"['IS 458: 2003', 'IS 1916: 1989', 'IS 7322: 1985', 'IS 5382: 1985', 'IS 4984: 1995']",1,True,1.0,0.0261
ROB-03-06,short_telegraphic,Precast Concrete Pipes,RCC concrete pipe water main BIS,['IS 458: 2003'],"['IS 458: 2003', 'IS 1916: 1989', 'IS 7322: 1985', 'IS 5382: 1985', 'IS 4984: 1995']",1,True,1.0,0.0292
ROB-03-07,short_telegraphic,Precast Concrete Pipes,RCC concrete pipe water main standard,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 1916: 1989', 'IS 5382: 1985', 'IS 4984: 1995']",1,True,1.0,0.0475
ROB-03-08,underspecified,Precast Concrete Pipes,cement pipe for water line,['IS 458: 2003'],"['IS 458: 2003', 'IS 14241: 1995', 'IS 7322: 1985', 'IS 5820: 1970', 'IS 5751: 1984']",1,True,1.0,0.0129
ROB-03-09,underspecified,Precast Concrete Pipes,which standard for cement pipe for water line,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 14241: 1995', 'IS 5820: 1970', 'IS 5382: 1985']",1,True,1.0,0.0162
ROB-03-10,noisy_typos,Precast Concrete Pipes,precast concret pipes reinfrced unreinfrced water mains,['IS 458: 2003'],"['IS 458: 2003', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000', 'IS 7322: 1985']",1,True,1.0,0.0274
ROB-03-11,noisy_typos,Precast Concrete Pipes,rcc concret pipe water main specification,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 1916: 1989', 'IS 14241: 1995', 'IS 4984: 1995']",1,True,1.0,0.0342
ROB-03-12,direct_code,Precast Concrete Pipes,Tell me about IS 458: 2003,['IS 458: 2003'],"['IS 458: 2003', 'IS 383: 1970', 'IS 4832 (Part 3): 1968', 'IS 4456 (Part 2): 1967', 'IS 4442: 1980']",1,True,1.0,0.0074
ROB-03-13,hinglish,Precast Concrete Pipes,paani main ke liye precast concrete pipe BIS code,['IS 458: 2003'],"['IS 458: 2003', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000', 'IS 7322: 1985']",1,True,1.0,0.0325
ROB-03-14,hinglish,Precast Concrete Pipes,RCC concrete pipe water main ka IS code batao,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 1916: 1989', 'IS 5382: 1985', 'IS 4984: 1995']",1,True,1.0,0.0354
ROB-03-15,hindi_devanagari,Precast Concrete Pipes,जल मुख्य लाइन के लिए प्रीकास्ट कंक्रीट पाइप का मानक,['IS 458: 2003'],"['IS 458: 2003', 'IS 5820: 1970', 'IS 1784: 2001', 'IS 14241: 1995', 'IS 6523: 1983']",1,True,1.0,0.0097
ROB-03-16,hindi_devanagari,Precast Concrete Pipes,जल मुख्य लाइन के लिए प्रीकास्ट कंक्रीट पाइप का मानक कौन सा है,['IS 458: 2003'],"['IS 458: 2003', 'IS 5820: 1970', 'IS 1784: 2001', 'IS 14241: 1995', 'IS 6523: 1983']",1,True,1.0,0.0096
ROB-03-17,spanish,Precast Concrete Pipes,tubos de concreto prefabricado para conducciones de agua con refuerzo,['IS 458: 2003'],"['IS 458: 2003', 'IS 5820: 1970', 'IS 1784: 2001', 'IS 14241: 1995', 'IS 6523: 1983']",1,True,1.0,0.0168
ROB-03-18,spanish,Precast Concrete Pipes,norma BIS para tubos de concreto prefabricado para conducciones de agua con refuerzo,['IS 458: 2003'],"['IS 458: 2003', 'IS 5820: 1970', 'IS 1784: 2001', 'IS 14241: 1995', 'IS 6523: 1983']",1,True,1.0,0.0214
ROB-03-19,french,Precast Concrete Pipes,tuyaux en beton prefabrique pour conduites d eau avec armature,['IS 458: 2003'],"['IS 458: 2003', 'IS 5820: 1970', 'IS 1784: 2001', 'IS 14241: 1995', 'IS 6523: 1983']",1,True,1.0,0.0177
ROB-03-20,tamil_transliterated,Precast Concrete Pipes,precast concrete pipe water main standard enna,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000']",1,True,1.0,0.0492
ROB-04-01,english_public_like,Lightweight Concrete Masonry Blocks,We manufacture Lightweight Concrete Masonry Blocks. Which BIS standard covers it?,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0332
ROB-04-02,english_public_like,Lightweight Concrete Masonry Blocks,What Indian Standard applies to hollow solid lightweight concrete masonry blocks dimensions physical requirements?,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 12235: 1986', 'IS 6307: 1987']",1,True,1.0,0.0441
ROB-04-03,english_public_like,Lightweight Concrete Masonry Blocks,Need specification for Lightweight Concrete Masonry Blocks including requirements and testing.,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2542 (Part 2): 1981', 'IS 4456 (Part 2): 1967']",1,True,1.0,0.0439
ROB-04-04,english_public_like,Lightweight Concrete Masonry Blocks,Find the IS code for a product described as hollow solid lightweight concrete masonry blocks dimensions physical requirements.,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 12235: 1986', 'IS 6307: 1987']",1,True,1.0,0.0467
ROB-04-05,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 2202 (Part 1): 1999']",1,True,1.0,0.0079
ROB-04-06,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks BIS,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 2202 (Part 1): 1999']",1,True,1.0,0.0089
ROB-04-07,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks standard,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.0148
ROB-04-08,underspecified,Lightweight Concrete Masonry Blocks,light blocks for masonry wall,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0147
ROB-04-09,underspecified,Lightweight Concrete Masonry Blocks,which standard for light blocks for masonry wall,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 4985: 1988', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983']",1,True,1.0,0.0242
ROB-04-10,noisy_typos,Lightweight Concrete Masonry Blocks,hollow solid lightweight concret masonary blocks dimensions phisical reqrmnts,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 10292: 1988']",1,True,1.0,0.017
ROB-04-11,noisy_typos,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks specification,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.0164
ROB-04-12,direct_code,Lightweight Concrete Masonry Blocks,Tell me about IS 2185 (Part 2): 1983,['IS 2185 (Part 2): 1983'],"['IS 1489 (Part 2): 1991', 'IS 2185 (Part 2): 1983', 'IS 1489 (Part 1): 1991', 'IS 12830: 1989', 'IS 6452: 1989']",2,True,0.5,0.0255
ROB-04-13,hinglish,Lightweight Concrete Masonry Blocks,hollow solid lightweight concrete block ka standard,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979']",1,True,1.0,0.0501
ROB-04-14,hinglish,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks ka IS code batao,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.0174
ROB-04-15,hindi_devanagari,Lightweight Concrete Masonry Blocks,हल्के खोखले और ठोस कंक्रीट masonry block का मानक,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 3): 1984', 'IS 9142: 1979']",1,True,1.0,0.0328
ROB-04-16,hindi_devanagari,Lightweight Concrete Masonry Blocks,हल्के खोखले और ठोस कंक्रीट masonry block का मानक कौन सा है,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 3): 1984', 'IS 9142: 1979']",1,True,1.0,0.0324
ROB-04-17,spanish,Lightweight Concrete Masonry Blocks,bloques huecos y solidos de concreto ligero requisitos dimensionales,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0196
ROB-04-18,spanish,Lightweight Concrete Masonry Blocks,norma BIS para bloques huecos y solidos de concreto ligero requisitos dimensionales,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0209
ROB-04-19,french,Lightweight Concrete Masonry Blocks,blocs de beton leger creux et pleins dimensions exigences,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.025
ROB-04-20,tamil_transliterated,Lightweight Concrete Masonry Blocks,lightweight hollow solid concrete block standard enna,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979']",1,True,1.0,0.0465
ROB-05-01,english_public_like,Corrugated Asbestos Cement Sheets,We manufacture Corrugated Asbestos Cement Sheets. Which BIS standard covers it?,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 13008: 1990', 'IS 14871: 2000', 'IS 10388: 1982']",1,True,1.0,0.0261
ROB-05-02,english_public_like,Corrugated Asbestos Cement Sheets,What Indian Standard applies to corrugated semi corrugated asbestos cement sheets roofing cladding?,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0369
ROB-05-03,english_public_like,Corrugated Asbestos Cement Sheets,Need specification for Corrugated Asbestos Cement Sheets including requirements and testing.,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1727: 1967', 'IS 6307: 1987', 'IS 14871: 2000']",1,True,1.0,0.0275
ROB-05-04,english_public_like,Corrugated Asbestos Cement Sheets,Find the IS code for a product described as corrugated semi corrugated asbestos cement sheets roofing cladding.,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0389
ROB-05-05,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0435
ROB-05-06,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing BIS,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0488
ROB-05-07,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing standard,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0622
ROB-05-08,underspecified,Corrugated Asbestos Cement Sheets,corrugated roof sheet,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 10388: 1982', 'IS 13008: 1990']",1,True,1.0,0.0221
ROB-05-09,underspecified,Corrugated Asbestos Cement Sheets,which standard for corrugated roof sheet,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 10388: 1982', 'IS 13008: 1990']",1,True,1.0,0.0331
ROB-05-10,noisy_typos,Corrugated Asbestos Cement Sheets,corugated semi corugated asbestos cemnt sheets roofing cladding,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0257
ROB-05-11,noisy_typos,Corrugated Asbestos Cement Sheets,ac sheet roofing specification,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0482
ROB-05-12,direct_code,Corrugated Asbestos Cement Sheets,Tell me about IS 459: 1992,['IS 459: 1992'],"['IS 459: 1992', 'IS 12866: 1989', 'IS 2096: 1992', 'IS 383: 1970', 'IS 11551: 1996']",1,True,1.0,0.0081
ROB-05-13,hinglish,Corrugated Asbestos Cement Sheets,roofing cladding ke liye asbestos cement sheet standard,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0492
ROB-05-14,hinglish,Corrugated Asbestos Cement Sheets,AC sheet roofing ka IS code batao,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0505
ROB-05-15,hindi_devanagari,Corrugated Asbestos Cement Sheets,छत और cladding के लिए corrugated asbestos cement sheet मानक,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0377
