id,style,target_name,query,expected_standards,retrieved_standards,rank,hit_at_3,reciprocal_rank,latency_seconds
ROB-03-18,spanish,Precast Concrete Pipes,norma BIS para tubos de concreto prefabricado para conducciones de agua con refuerzo,['IS 458: 2003'],"['IS 1566: 1982', 'IS 1536: 1989', 'IS 13382: 1992', 'IS 1537: 1976', 'IS 8329: 2000']",0,False,0.0,0.0083
ROB-03-19,french,Precast Concrete Pipes,tuyaux en beton prefabrique pour conduites d eau avec armature,['IS 458: 2003'],"['IS 1838 (Part 1): 1983', 'IS 9537 (Part 3): 1983', 'IS 269: 1989', 'IS 383: 1970', 'IS 458: 2003']",5,False,0.2,0.0089
ROB-03-20,tamil_transliterated,Precast Concrete Pipes,precast concrete pipe water main standard enna,['IS 458: 2003'],"['IS 458: 2003', 'IS 4985: 1988', 'IS 5382: 1985', 'IS 4984: 1995', 'IS 4985: 2000']",1,True,1.0,0.0321
ROB-04-01,english_public_like,Lightweight Concrete Masonry Blocks,We manufacture Lightweight Concrete Masonry Blocks. Which BIS standard covers it?,['IS 2185 (Part 2): 1983'],"['IS 9142: 1979', 'IS 2185 (Part 1): 1997', 'IS 12440: 1988', 'IS 2185 (Part 1): 1979', 'IS 2250: 1981']",0,False,0.0,0.0184
ROB-04-02,english_public_like,Lightweight Concrete Masonry Blocks,What Indian Standard applies to hollow solid lightweight concrete masonry blocks dimensions physical requirements?,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 12235: 1986', 'IS 6307: 1987']",1,True,1.0,0.0252
ROB-04-03,english_public_like,Lightweight Concrete Masonry Blocks,Need specification for Lightweight Concrete Masonry Blocks including requirements and testing.,['IS 2185 (Part 2): 1983'],"['IS 4985: 1988', 'IS 1727: 1967', 'IS 4456 (Part 2): 1967', 'IS 2542 (Part 2): 1981', 'IS 12235: 1986']",0,False,0.0,0.0271
ROB-04-04,english_public_like,Lightweight Concrete Masonry Blocks,Find the IS code for a product described as hollow solid lightweight concrete masonry blocks dimensions physical requirements.,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 12235: 1986', 'IS 6307: 1987']",1,True,1.0,0.0252
ROB-04-05,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 2202 (Part 1): 1999']",1,True,1.0,0.0061
ROB-04-06,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks BIS,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 2202 (Part 1): 1999']",1,True,1.0,0.0068
ROB-04-07,short_telegraphic,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks standard,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.019
ROB-04-08,underspecified,Lightweight Concrete Masonry Blocks,light blocks for masonry wall,['IS 2185 (Part 2): 1983'],"['IS 9627: 1980', 'IS 12440: 1988', 'IS 2250: 1981', 'IS 9893: 1981', 'IS 12988: 1991']",0,False,0.0,0.0089
ROB-04-09,underspecified,Lightweight Concrete Masonry Blocks,which standard for light blocks for masonry wall,['IS 2185 (Part 2): 1983'],"['IS 4985: 1988', 'IS 2250: 1981', 'IS 12988: 1991', 'IS 324: 1959', 'IS 9627: 1980']",0,False,0.0,0.016
ROB-04-10,noisy_typos,Lightweight Concrete Masonry Blocks,hollow solid lightweight concret masonary blocks dimensions phisical reqrmnts,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 10292: 1988']",1,True,1.0,0.0179
ROB-04-11,noisy_typos,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks specification,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.0119
ROB-04-12,direct_code,Lightweight Concrete Masonry Blocks,Tell me about IS 2185 (Part 2): 1983,['IS 2185 (Part 2): 1983'],"['IS 1489 (Part 2): 1991', 'IS 2185 (Part 2): 1983', 'IS 1489 (Part 1): 1991', 'IS 12830: 1989', 'IS 6452: 1989']",2,True,0.5,0.0204
ROB-04-13,hinglish,Lightweight Concrete Masonry Blocks,hollow solid lightweight concrete block ka standard,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979']",1,True,1.0,0.0597
ROB-04-14,hinglish,Lightweight Concrete Masonry Blocks,lightweight hollow solid blocks ka IS code batao,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 2185 (Part 1): 1979', 'IS 324: 1959']",1,True,1.0,0.0173
ROB-04-15,hindi_devanagari,Lightweight Concrete Masonry Blocks,हल्के खोखले और ठोस कंक्रीट masonry block का मानक,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0231
ROB-04-16,hindi_devanagari,Lightweight Concrete Masonry Blocks,हल्के खोखले और ठोस कंक्रीट masonry block का मानक कौन सा है,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979', 'IS 2185 (Part 3): 1984']",1,True,1.0,0.0224
ROB-04-17,spanish,Lightweight Concrete Masonry Blocks,bloques huecos y solidos de concreto ligero requisitos dimensionales,['IS 2185 (Part 2): 1983'],"['IS 1536: 1989', 'IS 13382: 1992', 'IS 1537: 1976', 'IS 8329: 2000', 'IS 5382: 1985']",0,False,0.0,0.0098
ROB-04-18,spanish,Lightweight Concrete Masonry Blocks,norma BIS para bloques huecos y solidos de concreto ligero requisitos dimensionales,['IS 2185 (Part 2): 1983'],"['IS 1536: 1989', 'IS 13382: 1992', 'IS 1537: 1976', 'IS 8329: 2000', 'IS 5382: 1985']",0,False,0.0,0.0105
ROB-04-19,french,Lightweight Concrete Masonry Blocks,blocs de beton leger creux et pleins dimensions exigences,['IS 2185 (Part 2): 1983'],"['IS 10292: 1988', 'IS 12820: 2004', 'IS 12988: 1991', 'IS 7319: 1974', 'IS 12235: 1986']",0,False,0.0,0.0122
ROB-04-20,tamil_transliterated,Lightweight Concrete Masonry Blocks,lightweight hollow solid concrete block standard enna,['IS 2185 (Part 2): 1983'],"['IS 2185 (Part 2): 1983', 'IS 2185 (Part 1): 1979', 'IS 2849: 1983', 'IS 2185 (Part 1): 1997', 'IS 9142: 1979']",1,True,1.0,0.0397
ROB-05-01,english_public_like,Corrugated Asbestos Cement Sheets,We manufacture Corrugated Asbestos Cement Sheets. Which BIS standard covers it?,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 13008: 1990', 'IS 14871: 2000', 'IS 10388: 1982']",1,True,1.0,0.0225
ROB-05-02,english_public_like,Corrugated Asbestos Cement Sheets,What Indian Standard applies to corrugated semi corrugated asbestos cement sheets roofing cladding?,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0326
ROB-05-03,english_public_like,Corrugated Asbestos Cement Sheets,Need specification for Corrugated Asbestos Cement Sheets including requirements and testing.,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1727: 1967', 'IS 6307: 1987', 'IS 14871: 2000']",1,True,1.0,0.0309
ROB-05-04,english_public_like,Corrugated Asbestos Cement Sheets,Find the IS code for a product described as corrugated semi corrugated asbestos cement sheets roofing cladding.,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 14871: 2000', 'IS 1626: 1984', 'IS 10388: 1982']",1,True,1.0,0.0282
ROB-05-05,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0313
ROB-05-06,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing BIS,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0314
ROB-05-07,short_telegraphic,Corrugated Asbestos Cement Sheets,AC sheet roofing standard,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0353
ROB-05-08,underspecified,Corrugated Asbestos Cement Sheets,corrugated roof sheet,['IS 459: 1992'],"['IS 730: 1978', 'IS 8869: 1978', 'IS 1254: 1991', 'IS 14871: 2000', 'IS 12583: 1988']",0,False,0.0,0.0108
ROB-05-09,underspecified,Corrugated Asbestos Cement Sheets,which standard for corrugated roof sheet,['IS 459: 1992'],"['IS 730: 1978', 'IS 8869: 1978', 'IS 1254: 1991', 'IS 14871: 2000', 'IS 10388: 1982']",0,False,0.0,0.0177
ROB-05-10,noisy_typos,Corrugated Asbestos Cement Sheets,corugated semi corugated asbestos cemnt sheets roofing cladding,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626: 1984', 'IS 2096: 1992', 'IS 2096: 1991', 'IS 14871: 2000']",1,True,1.0,0.017
ROB-05-11,noisy_typos,Corrugated Asbestos Cement Sheets,ac sheet roofing specification,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0395
ROB-05-12,direct_code,Corrugated Asbestos Cement Sheets,Tell me about IS 459: 1992,['IS 459: 1992'],"['IS 459: 1992', 'IS 12866: 1989', 'IS 2096: 1992', 'IS 383: 1970', 'IS 11551: 1996']",1,True,1.0,0.005
ROB-05-13,hinglish,Corrugated Asbestos Cement Sheets,roofing cladding ke liye asbestos cement sheet standard,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0395
ROB-05-14,hinglish,Corrugated Asbestos Cement Sheets,AC sheet roofing ka IS code batao,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0413
ROB-05-15,hindi_devanagari,Corrugated Asbestos Cement Sheets,छत और cladding के लिए corrugated asbestos cement sheet मानक,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0293
ROB-05-16,hindi_devanagari,Corrugated Asbestos Cement Sheets,छत और cladding के लिए corrugated asbestos cement sheet मानक कौन सा है,['IS 459: 1992'],"['IS 459: 1992', 'IS 1626 (Part 3): 1994', 'IS 1626: 1984', 'IS 14871: 2000', 'IS 730: 1978']",1,True,1.0,0.0309
